56,宫爆鸡丁饭,1,9,,2011-12-18 17:36:10.052903,2011-12-18 17:36:10.052938
57,香辣牛肉饭,1,10,,2011-12-18 17:37:34.535209,2011-12-18 17:37:34.535240
58,白菜牛肉饭,1,10,,2011-12-18 17:37:55.264379,2011-12-18 17:37:55.264445
59,红烧牛肉饭,1,10,,2011-12-18 17:38:29.818418,2011-12-18 17:38:29.818474
60,咖喱牛腩饭,1,10,,2011-12-18 17:39:02.234950,2011-12-18 17:39:02.234999
61,番茄牛肉饭,1,11,,2011-12-18 17:39:52.826004,2011-12-18 17:39:52.826051
62,孜然牛柳饭,1,12,,2011-12-18 17:40:46.766887,2011-12-18 17:40:46.766915
63,香菇牛柳饭,1,11,,2011-12-18 17:41:09.196684,2011-12-18 17:41:09.196764
64,黑椒牛柳饭,1,11,,2011-12-18 17:41:36.178536,2011-12-18 17:41:36.178566
65,台式排骨饭,1,12,,2011-12-18 17:41:54.391775,2011-12-18 17:41:54.391854
66,香炸鸡排饭,1,12,,2011-12-18 17:42:29.073320,2011-12-18 17:42:29.073351
67,香酥牛排饭,1,12,,2011-12-18 17:44:33.086214,2011-12-18 17:44:33.086291
68,茄汁排骨饭,1,12,,2011-12-18 17:45:36.524650,2011-12-18 17:45:36.524681
69,雪菜排骨饭,1,12,,2011-12-18 17:45:52.583471,2011-12-18 17:45:52.583547
70,红烧排骨饭,1,12,,2011-12-18 17:46:18.808441,2011-12-18 17:46:18.808473
71,红烧肉烩饭,1,14,,2011-12-18 17:46:41.334169,2011-12-18 17:46:41.334247
72,白菜烧肉饭,1,14,,2011-12-18 17:47:07.250964,2011-12-18 17:47:07.250995
73,葱爆腰片饭,1,10,,2011-12-18 17:47:39.153730,2011-12-18 17:47:39.153775
74,红烧肥肠饭,1,10,,2011-12-18 17:47:58.561809,2011-12-18 17:47:58.561853
75,三鲜炒面,1,7,,2011-12-18 17:49:00.741399,2011-12-18 17:49:00.741444
76,雪菜肉丝饭炒面皮,1,8,,2011-12-18 17:49:28.429881,2011-12-18 17:49:28.429912
77,咸肉白菜饭,1,9,,2011-12-18 17:49:45.381750,2011-12-18 17:49:45.381781
78,皮蛋豆腐饭,1,8,,2011-12-18 17:50:46.223108,2011-12-18 17:50:46.223137
79,肉沫豆腐饭,1,6,,2011-12-18 17:51:11.391754,2011-12-18 17:51:11.391785
80,素什锦烩饭,1,6,,2011-12-18 17:52:11.980500,2011-12-18 17:52:11.980612
81,扬州炒饭,1,6,,2011-12-18 17:53:01.361625,2011-12-18 17:53:01.361668
82,咖喱鸡丁饭,1,8,,2011-12-18 17:53:25.499233,2011-12-18 17:53:25.499264
83,三鲜炒饭,1,10,,2011-12-18 17:53:45.868432,2011-12-18 17:53:45.868510
84,牛肉炒饭,1,10,,2011-12-18 17:54:59.512460,2011-12-18 17:54:59.512512
85,雪菜肉丝炒饭,1,9,,2011-12-18 17:55:21.147751,2011-12-18 17:55:21.147798
86,咸肉炒饭,1,8,,2011-12-18 17:55:36.571147,2011-12-18 17:55:36.571191
87,鱼香茄子饭,1,8,,2011-12-18 17:55:58.342120,2011-12-18 17:55:58.342150
88,青椒鸡蛋饭,1,7,,2011-12-18 17:56:31.444660,2011-12-18 17:56:31.444692
89,回锅肉饭,1,11,,2011-12-18 17:56:53.967747,2011-12-18 17:56:53.967776
90,红烧带鱼饭,1,10,,2011-12-18 17:59:03.454358,2011-12-18 17:59:03.454389
91,肉丝鸡蛋饭,1,10,,2011-12-18 17:59:22.005847,2011-12-18 17:59:22.005875
92,孜然鸡柳饭,1,10,,2011-12-18 17:59:44.031242,2011-12-18 17:59:44.031321
93,丝瓜毛豆饭,1,8,,2011-12-18 17:59:58.021637,2011-12-18 17:59:58.021669
94,剁椒鸡杂饭,1,9,,2011-12-18 18:00:34.262843,2011-12-18 18:00:34.262868
95,皮蛋泡饭,1,7,,2011-12-18 18:00:49.607780,2011-12-18 18:00:49.607813
96,咸肉泡饭,1,7,,2011-12-18 18:01:01.915625,2011-12-18 18:01:01.915657
97,番茄鸡蛋饭,1,7,,2011-12-18 18:03:40.199143,2011-12-18 18:03:40.199220
98,香辣藕丁,3,8,,2011-12-18 18:20:36.886264,2011-12-18 18:20:36.886295
99,爆炒猪肝,3,8,,2011-12-18 18:20:51.973728,2011-12-18 18:20:51.973759
100,爆炒鸡杂,3,8,,2011-12-18 18:21:16.531699,2011-12-18 18:21:16.531744
101,青蒜炒鸭血,3,7,,2011-12-18 18:21:45.115091,2011-12-18 18:21:45.115170
102,鸭血豆腐,3,7,,2011-12-18 18:22:06.822007,2011-12-18 18:22:06.822040
103,土豆烧鸡,3,9,,2011-12-18 18:22:42.304751,2011-12-18 18:22:42.304852
104,青蒜炒肉丝,3,8,,2011-12-18 18:24:02.554044,2011-12-18 18:24:02.554092
105,肉沫臭豆腐,3,7,,2011-12-18 18:24:20.111619,2011-12-18 18:24:20.111649
106,宫爆鸡丁饭,3,8,,2011-12-18 18:24:52.321030,2011-12-18 18:24:52.321075
107,家常豆腐,3,8,,2011-12-18 18:25:07.012279,2011-12-18 18:25:07.012309
108,咖喱牛肉,3,9,,2011-12-18 18:25:23.365009,2011-12-18 18:25:23.365040
109,咖喱鸡丁,3,9,,2011-12-18 18:25:41.711975,2011-12-18 18:25:41.712007
110,青椒爆蛋,3,9,,2011-12-18 18:26:02.698796,2011-12-18 18:26:02.698827
111,四季豆牛柳,3,9,,2011-12-18 18:26:24.668718,2011-12-18 18:26:24.668757
112,平菇鸡蛋,3,8,,2011-12-18 18:26:50.811751,2011-12-18 18:26:50.811785
113,鱼香肉丝,3,8,,2011-12-18 18:27:04.496929,2011-12-18 18:27:04.496973
114,豇豆烧鸡,3,9,,2011-12-18 18:28:38.678067,2011-12-18 18:28:38.678113
115,肉沫茄子,3,8,,2011-12-18 18:28:52.263792,2011-12-18 18:28:52.263882
116,蒜苗肉丝,3,9,,2011-12-18 18:29:11.761226,2011-12-18 18:29:11.761307
117,回锅肉,3,9,,2011-12-18 18:29:22.096868,2011-12-18 18:29:22.096892
118,木须肉,3,8,,2011-12-18 18:29:38.800835,2011-12-18 18:29:38.800912
119,土豆牛肉,3,9,,2011-12-18 18:29:58.966189,2011-12-18 18:29:58.966229
120,香辣鱿鱼丝,3,9,,2011-12-18 18:30:25.736759,2011-12-18 18:30:25.736865
121,白菜牛肉,3,9,,2011-12-18 18:30:41.510754,2011-12-18 18:30:41.510786
122,虎皮青椒,3,8,,2011-12-18 18:30:57.290068,2011-12-18 18:30:57.290100
123,冬瓜排骨,3,10,,2011-12-18 18:31:19.171811,2011-12-18 18:31:19.171853
124,大煮干丝,3,8,,2011-12-18 18:31:47.353035,2011-12-18 18:31:47.353073
125,地三鲜,3,7,,2011-12-18 18:32:02.294258,2011-12-18 18:32:02.294289
126,西红柿鸡蛋,3,7,,2011-12-18 18:32:18.267766,2011-12-18 18:32:18.267856
127,玉米鸡丁,3,8,,2011-12-18 18:32:41.338132,2011-12-18 18:32:41.338163
128,土豆肉丝,3,7,,2011-12-18 18:33:17.248684,2011-12-18 18:33:17.248715
129,耗油牛柳,3,9,,2011-12-18 18:33:47.439551,2011-12-18 18:33:47.439583
130,爆炒肥肠,3,9,,2011-12-18 18:34:03.487120,2011-12-18 18:34:03.487199
131,水煮鸡片,3,11,,2011-12-18 18:34:27.599691,2011-12-18 18:34:27.599723
132,酸菜鱼,3,13,,2011-12-18 18:34:45.668364,2011-12-18 18:34:45.668395
133,水煮牛柳,3,13,,2011-12-18 18:35:11.255817,2011-12-18 18:35:11.255848
134,香辣豆花鱼,3,13,,2011-12-18 18:35:34.670845,2011-12-18 18:35:34.670943
135,千张结烧鸡,3,10,,2011-12-18 18:36:04.162335,2011-12-18 18:36:04.162365
136,韭菜百叶,3,8,,2011-12-18 18:36:23.866426,2011-12-18 18:36:23.866456
137,青椒干子肉丝,3,8,,2011-12-18 18:36:44.004053,2011-12-18 18:36:44.004131
138,红烧牛肉面（小）,3,9,,2011-12-18 18:37:20.673555,2011-12-18 18:37:20.673612
139,红烧牛肉面（大）,3,10,,2011-12-18 18:37:34.728518,2011-12-18 18:37:34.728548
140,青菜仔排骨（小）,3,9,,2011-12-18 18:38:00.156707,2011-12-18 18:38:00.156756
141,青菜仔排骨（大）,3,10,,2011-12-18 18:38:26.155384,2011-12-18 18:38:26.155429
142,拆骨肉面（小）,3,9,,2011-12-18 18:39:03.804372,2011-12-18 18:39:03.804403
143,拆骨肉面（大）,3,10,,2011-12-18 18:39:17.124867,2011-12-18 18:39:17.124943
144,香辣仔鸡面（小）,3,9,,2011-12-18 18:39:48.513554,2011-12-18 18:39:48.513635
145,香辣仔鸡面（大）,3,10,,2011-12-18 18:40:04.041707,2011-12-18 18:40:04.041791
146,大肉面,3,9,,2011-12-18 18:40:25.059606,2011-12-18 18:40:25.059637
147,三鲜猪肝面（小）,3,7,,2011-12-18 18:40:55.556893,2011-12-18 18:40:55.556950
148,三鲜猪肝面（大）,3,8,,2011-12-18 18:41:07.284124,2011-12-18 18:41:07.284182
149,杂酱面（大）,3,7,,2011-12-18 18:41:55.787396,2011-12-18 18:41:55.787474
150,杂酱面（小）,3,6,,2011-12-18 18:42:10.849128,2011-12-18 18:42:10.849207
151,红烧鸡腿面,3,8,,2011-12-18 18:42:31.384808,2011-12-18 18:42:31.384885
152,雪菜肉丝面（大）,3,7,,2011-12-18 18:43:06.337902,2011-12-18 18:43:06.337933
153,雪菜肉丝面（小）,3,6,,2011-12-18 18:43:22.162564,2011-12-18 18:43:22.162607
154,西红柿鸡蛋面（大）,3,7,,2011-12-18 18:43:51.961212,2011-12-18 18:43:51.961291
155,西红柿鸡蛋面（小）,3,6,,2011-12-18 18:44:13.119228,2011-12-18 18:44:13.119308
156,鸡蛋面,3,6,,2011-12-18 18:44:23.961324,2011-12-18 18:44:23.961401
157,鱼汤面,3,9,,2011-12-18 18:44:42.882367,2011-12-18 18:44:42.882441
158,鸡汤面,3,11,,2011-12-18 18:44:56.667010,2011-12-18 18:44:56.667040
159,特色炒面,3,8,,2011-12-18 18:45:16.522429,2011-12-18 18:45:16.522476
160,蛋炒饭,3,6,,2011-12-18 18:45:32.574045,2011-12-18 18:45:32.574076
161,三鲜炒饭,3,6,,2011-12-18 18:45:50.951419,2011-12-18 18:45:50.951450
162,雪菜肉丝炒饭,3,6,,2011-12-18 18:46:07.914860,2011-12-18 18:46:07.914887
163,辣仔鸡炒饭,3,8,,2011-12-18 18:46:36.961046,2011-12-18 18:46:36.961077
164,青椒肉丝蛋炒饭,3,7,,2011-12-18 18:46:59.746664,2011-12-18 18:46:59.746696
165,猪肝炒饭,3,8,,2011-12-18 18:47:11.495590,2011-12-18 18:47:11.495620
166,牛肉炒饭,3,9,,2011-12-18 18:47:23.846046,2011-12-18 18:47:23.846077
167,扬州炒饭,3,6,,2011-12-18 18:47:44.463249,2011-12-18 18:47:44.463282
